image,name,label
4033822.jpg,己,102
4034979.jpg,己,102
4034785.jpg,己,102
4035147.jpg,己,102
4035212.jpg,丮,577
4036573.jpg,旡,374
4036717.jpg,旡,374
4036494.jpg,季,356
4037565.jpg,季,356
4037112.jpg,既,377
4039154.jpg,既,377
4039758.jpg,洎,576
4039912.jpg,祭,575
4040456.jpg,夹,379
4040409.jpg,夹,379
4041949.jpg,家,380
4041474.jpg,家,380
4041721.jpg,豭,375
4042676.jpg,豭,375
4042914.jpg,甲,574
4042131.jpg,戋,573
4043208.jpg,艰,571
4043757.jpg,监,556
4043247.jpg,见,373
4044431.jpg,见,373
4044986.jpg,姜,570
4044560.jpg,降,369
4045281.jpg,降,369
4045263.jpg,交,569
4045290.jpg,角,568
4046993.jpg,教,567
4046791.jpg,解,566
4046482.jpg,介,365
4047682.jpg,介,365
4048127.jpg,戒,150
4048586.jpg,戒,150
4048882.jpg,戒,150
4049520.jpg,今,565
4049658.jpg,尽,129
4049709.jpg,尽,129
4050564.jpg,尽,129
4050666.jpg,晋,564
4050351.jpg,京,111
4051511.jpg,京,111
4052468.jpg,京,111
4052830.jpg,京,111
4052944.jpg,晶,81
4053266.jpg,晶,81
4053121.jpg,晶,81
4053867.jpg,晶,81
4054494.jpg,井,563
4054949.jpg,汫,562
4054230.jpg,竞,105
4055820.jpg,竞,105
4055349.jpg,竞,105
4055847.jpg,竞,105
4056249.jpg,竟,561
4056742.jpg,九,90
4056983.jpg,九,90
4057264.jpg,九,90
4058377.jpg,九,90
4058959.jpg,酒,560
4058355.jpg,旧,360
4059840.jpg,旧,360
4100717.jpg,咎,559
4100841.jpg,娵,558
4101183.jpg,爵,91
4103445.jpg,爵,91
4104580.jpg,爵,91
4104301.jpg,爵,91
4105412.jpg,君,557
4105414.jpg,麇,655
4105634.jpg,亢,529
4105618.jpg,尻,656
4111439.jpg,可,666
4111370.jpg,克,125
4111356.jpg,克,125
4112237.jpg,克,125
4112965.jpg,口,757
4112823.jpg,叩,391
4112967.jpg,叩,391
4114795.jpg,夸,756
4115456.jpg,狅,755
4116250.jpg,困,754
4116269.jpg,来,273
4116608.jpg,来,273
4117503.jpg,婪,753
4117600.jpg,牢,752
4117775.jpg,老,11
4118846.jpg,老,11
4118574.jpg,老,11
4118445.jpg,老,11
4118822.jpg,老,11
4119769.jpg,老,11
4120736.jpg,老,11
4120421.jpg,乐,751
4120393.jpg,雷,99
4121881.jpg,雷,99
4121137.jpg,雷,99
4121147.jpg,雷,99
4122520.jpg,李,750
4122518.jpg,豊,749
4122107.jpg,力,748
4123180.jpg,立,747
4123238.jpg,利,113
4123112.jpg,利,113
4124943.jpg,利,113
4124248.jpg,利,113
4124338.jpg,栎,746
4125735.jpg,砅,745
4125287.jpg,栗,744
4125927.jpg,秝,742
4125796.jpg,蒚,727
4126944.jpg,联,213
4126142.jpg,联,213
4126104.jpg,良,100
4127755.jpg,良,100
4127707.jpg,良,100
4128629.jpg,良,100
4128691.jpg,林,741
4129206.jpg,潾,740
4129810.jpg,霖,739
4129996.jpg,吝,738
4130277.jpg,焛,203
4130701.jpg,焛,203
4130114.jpg,夌,737
4131487.jpg,姈,736
4131391.jpg,霝,735
4131876.jpg,令,734
4132122.jpg,柳,733
4132340.jpg,六,93
4132569.jpg,六,93
4133611.jpg,六,93
4133278.jpg,六,93
4133198.jpg,龙,144
4134781.jpg,龙,144
4134721.jpg,龙,144
4134646.jpg,咙,28
4135809.jpg,咙,28
4135779.jpg,咙,28
4135258.jpg,咙,28
4136590.jpg,咙,28
4137665.jpg,泷,210
4138149.jpg,泷,210
4138630.jpg,卢,15
4138975.jpg,卢,15
4139649.jpg,卢,15
4139266.jpg,卢,15
4140474.jpg,卢,15
4140698.jpg,卢,15
4140952.jpg,鲁,732
4142413.jpg,鹿,139
4143496.jpg,鹿,139
4143417.jpg,鹿,139
4144460.jpg,麓,731
4148376.jpg,旅,730
4148134.jpg,律,729
4148792.jpg,率,728
4149649.jpg,泺,758
4149166.jpg,马,743
4150439.jpg,鎷,759
4150272.jpg,霾,183
4150836.jpg,霾,183
4151528.jpg,买,184
4151375.jpg,买,184
4152842.jpg,麦,136
4152375.jpg,麦,136
4152929.jpg,麦,136
4153447.jpg,澫,186
4153941.jpg,澫,186
4154984.jpg,汒,777
4154175.jpg,尨,791
4154545.jpg,莽,192
4155883.jpg,莽,192
4155322.jpg,卯,193
4156476.jpg,卯,193
4156738.jpg,枚,134
4156472.jpg,枚,134
4157362.jpg,枚,134
4157380.jpg,眉,112
4158863.jpg,眉,112
4158349.jpg,眉,112
4159796.jpg,眉,112
4159685.jpg,湄,196
4201870.jpg,湄,196
4201474.jpg,每,149
4202513.jpg,每,149
4202206.jpg,每,149
4202870.jpg,美,70
4205659.jpg,美,70
4206339.jpg,美,70
4206202.jpg,美,70
4207579.jpg,妹,131
4207883.jpg,妹,131
4208897.jpg,妹,131
4208503.jpg,门,249
4208244.jpg,门,249
4209154.jpg,梦,26
4209917.jpg,梦,26
4210137.jpg,梦,26
4210414.jpg,梦,26
4211147.jpg,梦,26
4211497.jpg,麋,790
4212438.jpg,米,252
4213555.jpg,米,252
4213135.jpg,宓,253
4214669.jpg,宓,253
4214359.jpg,免,789
4215959.jpg,黾,132
4215303.jpg,黾,132
4216877.jpg,黾,132
4216662.jpg,面,255
4218934.jpg,面,255
4218202.jpg,蔑,257
4219307.jpg,蔑,257
4219924.jpg,民,788
4219464.jpg,皿,787
4220364.jpg,敏,786
4220331.jpg,名,260
4222172.jpg,名,260
4223568.jpg,明,785
4223536.jpg,鸣,784
4223203.jpg,冥,142
4224866.jpg,冥,142
4225453.jpg,冥,142
4226433.jpg,沫,783
4226997.jpg,莫,3
4226107.jpg,莫,3
4227353.jpg,莫,3
4227924.jpg,莫,3
4228138.jpg,莫,3
4228356.jpg,莫,3
4229423.jpg,莫,3
4229690.jpg,莫,3
4233478.jpg,莫,3
4245303.jpg,牟,782
4246148.jpg,母,781
4246731.jpg,牡,780
4247708.jpg,木,779
4248466.jpg,目,778
4249219.jpg,牧,776
4250805.jpg,穆,246
4251482.jpg,穆,246
4251488.jpg,内,761
4252237.jpg,乃,71
4252189.jpg,乃,71
4253695.jpg,乃,71
4254187.jpg,乃,71
4255489.jpg,艿,114
4255654.jpg,艿,114
4256240.jpg,艿,114
4256666.jpg,柰,222
4256205.jpg,柰,222
4257537.jpg,囡,775
4258724.jpg,男,223
4258921.jpg,男,223
4259622.jpg,南,227
4259253.jpg,南,227
4300647.jpg,猱,229
4300719.jpg,猱,229
4300837.jpg,麑,774
4301131.jpg,逆,119
4301667.jpg,逆,119
4302407.jpg,逆,119
4302232.jpg,匿,773
4303865.jpg,惄,772
4303990.jpg,年,771
4304432.jpg,辇,770
4304755.jpg,廿,769
4305243.jpg,念,768
4305928.jpg,娘,767
4305491.jpg,鸟,50
4306597.jpg,鸟,50
4306278.jpg,鸟,50
4307236.jpg,鸟,50
4307248.jpg,鸟,50
4307645.jpg,臬,766
4308497.jpg,孽,123
4308932.jpg,孽,123
4309894.jpg,孽,123
4309493.jpg,宁,126
4310615.jpg,宁,126
4310470.jpg,宁,126
4311527.jpg,寍,765
4311282.jpg,妞,764
4312104.jpg,牛,244
4312386.jpg,牛,244
4313429.jpg,奴,763
4314868.jpg,女,762
4314603.jpg,虐,760
4315554.jpg,奻,726
4316345.jpg,庞,725
4317830.jpg,旁,724
4317444.jpg,盆,689
4318266.jpg,朋,688
4318708.jpg,倗,241
4318262.jpg,倗,241
4319382.jpg,彭,687
4319515.jpg,品,240
4320119.jpg,品,240
4320336.jpg,牝,686
4323681.jpg,叵,685
4323905.jpg,七,238
4324566.jpg,七,238
4324926.jpg,凄,519
4325961.jpg,戚,56
4325676.jpg,戚,56
4325175.jpg,戚,56
4327837.jpg,戚,56
4329134.jpg,霋,234
4329394.jpg,霋,234
4331243.jpg,齐,232
4332487.jpg,齐,232
4333597.jpg,其,684
4333275.jpg,祈,683
4334734.jpg,肵,682
4334329.jpg,骑,228
4335817.jpg,骑,228
4335606.jpg,棋,681
4336581.jpg,乞,680
4339368.jpg,企,679
4339942.jpg,启,678
4341457.jpg,杞,224
4342268.jpg,杞,224
4342445.jpg,弃,677
4343798.jpg,千,676
4344963.jpg,欠,221
4344906.jpg,欠,221
4345472.jpg,俔,675
4345169.jpg,羌,42
4346838.jpg,羌,42
4346259.jpg,羌,42
4347939.jpg,羌,42
4347460.jpg,羌,42
4347737.jpg,戕,674
4348333.jpg,妾,673
4348587.jpg,秦,245
4349235.jpg,秦,245
4350743.jpg,嫀,659
4354339.jpg,沁,660
4354134.jpg,庆,233
4355827.jpg,庆,233
4355533.jpg,磬,261
4356590.jpg,磬,261
4356821.jpg,丘,47
4357382.jpg,丘,47
4357505.jpg,丘,47
4359851.jpg,丘,47
4400514.jpg,丘,47
4401905.jpg,秋,661
4401626.jpg,裘,662
4402832.jpg,区,663
4406173.jpg,曲,271
4407269.jpg,曲,271
4407366.jpg,取,664
4408509.jpg,龋,658
4416346.jpg,刞,269
4417123.jpg,刞,269
4418576.jpg,泉,64
4418623.jpg,泉,64
4420203.jpg,泉,64
4421718.jpg,泉,64
4421625.jpg,犬,665
4422737.jpg,雀,667
4422882.jpg,冉,267
4422639.jpg,冉,267
4424331.jpg,瀼,160
4424407.jpg,瀼,160
4425691.jpg,瀼,160
4425873.jpg,人,668
4426138.jpg,壬,161
4427629.jpg,壬,161
4428370.jpg,壬,161
4432475.jpg,刃,669
4433969.jpg,任,266
4433804.jpg,任,266
4433129.jpg,妊,265
4434304.jpg,妊,265
4434994.jpg,扔,670
4435835.jpg,日,671
4435416.jpg,戎,672
4435505.jpg,肉,165
4436651.jpg,肉,165
4437229.jpg,肉,165
4437319.jpg,如,248
4438801.jpg,如,248
4438627.jpg,汝,690
4439593.jpg,乳,691
4439502.jpg,辱,692
4439503.jpg,入,709
4440163.jpg,朊,723
4440445.jpg,若,722
4441235.jpg,洒,721
4442285.jpg,塞,720
4442369.jpg,三,254
4443699.jpg,三,254
4443795.jpg,桑,218
4444620.jpg,桑,218
4445810.jpg,丧,250
4445444.jpg,丧,250
4446943.jpg,啬,247
4446614.jpg,啬,247
4446153.jpg,森,219
4450556.jpg,森,219
4454845.jpg,山,719
4454844.jpg,杉,718
4455444.jpg,商,18
4455273.jpg,商,18
4455896.jpg,商,18
4456445.jpg,商,18
4457540.jpg,商,18
4457915.jpg,商,18
4458130.jpg,上,717
4458845.jpg,少,716
4459138.jpg,舌,171
4459331.jpg,舌,171
4500821.jpg,舌,171
4500205.jpg,设,715
4501509.jpg,射,170
4501688.jpg,射,170
4501983.jpg,射,170
4502719.jpg,涉,169
4502479.jpg,涉,169
4503376.jpg,涉,169
4503266.jpg,申,104
4504671.jpg,申,104
4504297.jpg,申,104
4504559.jpg,申,104
4504613.jpg,身,714
4505538.jpg,娠,713
4505992.jpg,升,712
4505449.jpg,生,711
4506284.jpg,声,188
4506410.jpg,声,188
4508591.jpg,省,710
4508441.jpg,圣,198
4508735.jpg,圣,198
4509525.jpg,尸,708
4509897.jpg,十,693
4509735.jpg,石,212
4510122.jpg,石,212
4510798.jpg,祏,211
4510983.jpg,祏,211
4511981.jpg,食,200
4511969.jpg,食,200
4511329.jpg,史,27
4511722.jpg,史,27
4512205.jpg,史,27
4513469.jpg,史,27
4513493.jpg,史,27
4514453.jpg,矢,92
4514791.jpg,矢,92
4517344.jpg,矢,92
4517740.jpg,矢,92
4518120.jpg,豕,153
4518275.jpg,豕,153
4518440.jpg,豕,153
4519512.jpg,驶,707
4519752.jpg,示,37
4519627.jpg,示,37
4520633.jpg,示,37
4520268.jpg,示,37
4520392.jpg,示,37
4521207.jpg,室,706
4522919.jpg,奭,38
4522322.jpg,奭,38
4522424.jpg,奭,38
4523627.jpg,奭,38
4524879.jpg,奭,38
4526622.jpg,首,96
4527278.jpg,首,96
4527614.jpg,首,96
4527550.jpg,首,96
4528508.jpg,受,155
4528702.jpg,受,155
4528346.jpg,受,155
4528667.jpg,书,705
4529207.jpg,殳,204
4529946.jpg,殳,204
4529631.jpg,黍,85
4530568.jpg,黍,85
4530191.jpg,黍,85
4530814.jpg,黍,85
4532853.jpg,朮,704
4532741.jpg,戍,201
4532414.jpg,戍,201
4534881.jpg,束,14
4534874.jpg,束,14
4534640.jpg,束,14
4535312.jpg,束,14
4535953.jpg,束,14
4535256.jpg,束,14
4535587.jpg,咰,703
4536742.jpg,庶,702
4537879.jpg,脽,176
4538357.jpg,脽,176
4538888.jpg,脽,176
4538958.jpg,顺,701
4539302.jpg,纟,181
4539815.jpg,纟,181
4539826.jpg,纟,181
4540180.jpg,丝,208
4540611.jpg,丝,208
4540375.jpg,司,700
4541848.jpg,死,215
4542917.jpg,死,215
4542317.jpg,巳,48
4542236.jpg,巳,48
4542506.jpg,巳,48
4543787.jpg,巳,48
4544125.jpg,巳,48
4544268.jpg,四,216
4546148.jpg,四,216
4546284.jpg,汜,699
4546267.jpg,兕,191
4547584.jpg,兕,191
4547313.jpg,祀,698
4547934.jpg,宋,185
4548425.jpg,宋,185
4548147.jpg,夙,697
4548311.jpg,宿,82
4548702.jpg,宿,82
4549680.jpg,宿,82
4549611.jpg,宿,82
4549146.jpg,岁,180
4550142.jpg,岁,180
4550262.jpg,岁,180
4550333.jpg,孙,696
4551602.jpg,它,190
4552365.jpg,它,190
4552131.jpg,贪,695
4552143.jpg,唐,178
4553507.jpg,唐,178
4553843.jpg,唐,178
4553268.jpg,天,177
4554730.jpg,天,177
4554669.jpg,天,177
4555793.jpg,田,194
4555707.jpg,田,194
4555577.jpg,畋,694
4556637.jpg,聑,657
4556607.jpg,亭,520
4556387.jpg,同,431
4557152.jpg,童,274
4557965.jpg,童,274
4557423.jpg,涂,414
4558200.jpg,梌,407
4559116.jpg,土,97
4559470.jpg,土,97
4559705.jpg,土,97
4559225.jpg,土,97
4600626.jpg,兔,444
4601484.jpg,旽,441
4602991.jpg,屯,436
4602337.jpg,豚,214
4603561.jpg,豚,214
4603780.jpg,乇,207
4603239.jpg,乇,207
4603918.jpg,橐,44
4604637.jpg,橐,44
4604209.jpg,橐,44
4604394.jpg,橐,44
4605750.jpg,橐,44
4605363.jpg,鼍,209
4605374.jpg,鼍,209
4606347.jpg,妥,202
4607901.jpg,妥,202
4607668.jpg,宛,430
4607217.jpg,万,156
4608450.jpg,万,156
4608691.jpg,万,156
4608907.jpg,亡,439
4609748.jpg,王,84
4609769.jpg,王,84
4609274.jpg,王,84
4609349.jpg,王,84
4610180.jpg,网,154
4610921.jpg,网,154
4610242.jpg,网,154
4611784.jpg,往,402
4611513.jpg,望,168
4611853.jpg,望,168
4612962.jpg,望,168
4612627.jpg,危,35
4612455.jpg,危,35
4613681.jpg,危,35
4613936.jpg,危,35
4613808.jpg,危,35
4614591.jpg,微,393
4614395.jpg,为,189
4614223.jpg,为,189
4615431.jpg,韦,23
4616201.jpg,韦,23
4617124.jpg,韦,23
4617341.jpg,韦,23
4617285.jpg,韦,23
4618886.jpg,韦,23
4619562.jpg,唯,392
4620220.jpg,尾,401
4620373.jpg,未,21
4621233.jpg,未,21
4621448.jpg,未,21
4621123.jpg,未,21
4622631.jpg,未,21
4622669.jpg,未,21
4622598.jpg,文,110
4623400.jpg,文,110
4624889.jpg,文,110
4625247.jpg,文,110
4626850.jpg,闻,413
4626330.jpg,问,256
4626170.jpg,问,256
4627433.jpg,我,59
4627428.jpg,我,59
4627188.jpg,我,59
4628314.jpg,我,59
4628431.jpg,婐,258
4628250.jpg,婐,258
4629800.jpg,硪,448
4629159.jpg,巫,484
4629139.jpg,五,259
4630758.jpg,五,259
4631541.jpg,午,69
4632582.jpg,午,69
4632396.jpg,午,69
4633423.jpg,午,69
4633970.jpg,武,263
4634561.jpg,武,263
4634518.jpg,舞,73
4634467.jpg,舞,73
4635280.jpg,舞,73
4637871.jpg,舞,73
4641138.jpg,兀,264
4641572.jpg,兀,264
4641197.jpg,勿,162
